Latitude/Longitude
24.5,-124.5
24.5,-123.5
24.5,-122.5
24.5,-121.5
24.5,-120.5
24.5,-119.5
24.5,-118.5
24.5,-117.5
24.5,-116.5
24.5,-115.5
24.5,-114.5
24.5,-113.5
24.5,-112.5
24.5,-111.5
24.5,-110.5
24.5,-109.5
24.5,-108.5
24.5,-107.5
24.5,-106.5
24.5,-105.5
24.5,-104.5
24.5,-103.5
24.5,-102.5
24.5,-101.5
24.5,-100.5
24.5,-99.5
24.5,-98.5
24.5,-97.5
24.5,-96.5
24.5,-95.5
24.5,-94.5
24.5,-93.5
24.5,-92.5
24.5,-91.5
24.5,-90.5
24.5,-89.5
24.5,-88.5
24.5,-87.5
24.5,-86.5
24.5,-85.5
24.5,-84.5
24.5,-83.5
24.5,-82.5
24.5,-81.5
24.5,-80.5
24.5,-79.5
24.5,-78.5
24.5,-77.5
24.5,-76.5
24.5,-75.5
24.5,-74.5
24.5,-73.5
24.5,-72.5
24.5,-71.5
24.5,-70.5
24.5,-69.5
24.5,-68.5
24.5,-67.5
24.5,-66.5
24.5,-65.5
25.5,-124.5
25.5,-123.5
25.5,-122.5
25.5,-121.5
25.5,-120.5
25.5,-119.5
25.5,-118.5
25.5,-117.5
25.5,-116.5
25.5,-115.5
25.5,-114.5
25.5,-113.5
25.5,-112.5
25.5,-111.5
25.5,-110.5
25.5,-109.5
25.5,-108.5
25.5,-107.5
25.5,-106.5
25.5,-105.5
25.5,-104.5
25.5,-103.5
25.5,-102.5
25.5,-101.5
25.5,-100.5
25.5,-99.5
25.5,-98.5
25.5,-97.5
25.5,-96.5
25.5,-95.5
25.5,-94.5
25.5,-93.5
25.5,-92.5
25.5,-91.5
25.5,-90.5
25.5,-89.5
25.5,-88.5
25.5,-87.5
25.5,-86.5
25.5,-85.5
25.5,-84.5
25.5,-83.5
25.5,-82.5
25.5,-81.5
25.5,-80.5
25.5,-79.5
25.5,-78.5
25.5,-77.5
25.5,-76.5
25.5,-75.5
25.5,-74.5
25.5,-73.5
25.5,-72.5
25.5,-71.5
25.5,-70.5
25.5,-69.5
25.5,-68.5
25.5,-67.5
25.5,-66.5
25.5,-65.5
26.5,-124.5
26.5,-123.5
26.5,-122.5
26.5,-121.5
26.5,-120.5
26.5,-119.5
26.5,-118.5
26.5,-117.5
26.5,-116.5
26.5,-115.5
26.5,-114.5
26.5,-113.5
26.5,-112.5
26.5,-111.5
26.5,-110.5
26.5,-109.5
26.5,-108.5
26.5,-107.5
26.5,-106.5
26.5,-105.5
26.5,-104.5
26.5,-103.5
26.5,-102.5
26.5,-101.5
26.5,-100.5
26.5,-99.5
26.5,-98.5
26.5,-97.5
26.5,-96.5
26.5,-95.5
26.5,-94.5
26.5,-93.5
26.5,-92.5
26.5,-91.5
26.5,-90.5
26.5,-89.5
26.5,-88.5
26.5,-87.5
26.5,-86.5
26.5,-85.5
26.5,-84.5
26.5,-83.5
26.5,-82.5
26.5,-81.5
26.5,-80.5
26.5,-79.5
26.5,-78.5
26.5,-77.5
26.5,-76.5
26.5,-75.5
26.5,-74.5
26.5,-73.5
26.5,-72.5
26.5,-71.5
26.5,-70.5
26.5,-69.5
26.5,-68.5
26.5,-67.5
26.5,-66.5
26.5,-65.5
27.5,-124.5
27.5,-123.5
27.5,-122.5
27.5,-121.5
27.5,-120.5
27.5,-119.5
27.5,-118.5
27.5,-117.5
27.5,-116.5
27.5,-115.5
27.5,-114.5
27.5,-113.5
27.5,-112.5
27.5,-111.5
27.5,-110.5
27.5,-109.5
27.5,-108.5
27.5,-107.5
27.5,-106.5
27.5,-105.5
27.5,-104.5
27.5,-103.5
27.5,-102.5
27.5,-101.5
27.5,-100.5
27.5,-99.5
27.5,-98.5
27.5,-97.5
27.5,-96.5
27.5,-95.5
27.5,-94.5
27.5,-93.5
27.5,-92.5
27.5,-91.5
27.5,-90.5
27.5,-89.5
27.5,-88.5
27.5,-87.5
27.5,-86.5
27.5,-85.5
27.5,-84.5
27.5,-83.5
27.5,-82.5
27.5,-81.5
27.5,-80.5
27.5,-79.5
27.5,-78.5
27.5,-77.5
27.5,-76.5
27.5,-75.5
27.5,-74.5
27.5,-73.5
27.5,-72.5
27.5,-71.5
27.5,-70.5
27.5,-69.5
27.5,-68.5
27.5,-67.5
27.5,-66.5
27.5,-65.5
28.5,-124.5
28.5,-123.5
28.5,-122.5
28.5,-121.5
28.5,-120.5
28.5,-119.5
28.5,-118.5
28.5,-117.5
28.5,-116.5
28.5,-115.5
28.5,-114.5
28.5,-113.5
28.5,-112.5
28.5,-111.5
28.5,-110.5
28.5,-109.5
28.5,-108.5
28.5,-107.5
28.5,-106.5
28.5,-105.5
28.5,-104.5
28.5,-103.5
28.5,-102.5
28.5,-101.5
28.5,-100.5
28.5,-99.5
28.5,-98.5
28.5,-97.5
28.5,-96.5
28.5,-95.5
28.5,-94.5
28.5,-93.5
28.5,-92.5
28.5,-91.5
28.5,-90.5
28.5,-89.5
28.5,-88.5
